INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
9552,2,8.5,0,.49,-35.4,.048,23,510,1.01413,4.16,1.21,-.6,0,9, 
9553,3,6.2,.32,.49,1.6,.05,17,-302,.9956,3.13,.34,3.9,0,10,2
9556,3,-2.1,.85,1.06,2.3,-.418,-6,184,.9962,3.1,1.75,10.7,0,8,1
9557,6,16.5,.17,.74,12.8,.091,-292, ,.9942,3.26,.98,7.3,0,8,4
9559,1,-1.9,1.875,.66,15.1,.23,195,79,1.00192,5.3,1.09,9.3,-2,9, 
9560,3,6.5,.26,-.4,94.6,.051,141,197,.99536,3.18,.47,12.6,0,7, 
9561,4,5.2,.365,.7,13.5,-.367,-50,-245,.99856,2.05,.39,10.8,0,6,2
9562,3,9.6,.28,2.85,1.2,-.278,-218,-285,.94272,3.07,-.61,13.5,-1,8,1
9563,3,21.2,1.41,-1.34,29.8,-.089,14,188,.97355,4.35,1.22,9.9,0,10,3
9564,0,7.2,.21,.36,15.7,.045,68, ,.96328,2.15,.84,9.4,0,8, 
9565,5,-2.8,-1.08,.35,5.7,.061,-224, ,.9965,2.33,1.2,5.6,1,8,1
9566,0,10.2,-1.05,.23,1.9,.054,292,17,.9976,3.17,1.27,9.4,0,11, 
9567,0,6.3,.04,.3,10, ,-19,212,.9962,3.08,.27,16.3,1,7, 
9568,5,6.3,.26,.59,-26,.043,35,175,.97642,2.38,.43,7.3,1,7,2
9569,0,7,-.83,1.65,31.9,.033,14,-23,.97898,3.1,.76,18,-1,7, 
9570,4,6.7,.17,-.92,-41.1, ,62,72,1.02911,2.5,1.76,9.9,0,7,2
9571,0,8.2,.89,-.44,37.2,1.045, ,53,.97594,2.87,.45,3,-1,9, 
9572,5,5.8,.28,.34,-7,.031,-1,392,.9896, ,-1.28,12.8,0,6,3
9574,5,17.7,.91,.28,5.7,.038,56,379.5,.9948,3.59,.43,5.4,0,6,4
9576,5,16.3,.28,.34,27.2,.054,22,130,.99193,4.49,.46,12,0,7,4
9577,0,9.8,.66,-.33,3.2,1.124,-174,59,.96313,3.99,1.78,11.5,1,11, 
9578,4,6.7,.23,.38,1.3, ,58,147,.9922,3.18,.46,2.8,1,7, 
9579,5,11.8,.785,.38,1.7,.181,17,20,1.00058,4.53,-.3,17.2,1,6,2
9580,7,6.8,1.26,2.06,1.8,.047,34,35,.99,3.13,1.22,12.8,1,7,2
9581,4,6,.33,.29,33.7,.164,38,159,.9919,3.41,2.12,4.1,0,7, 
9582,0,6.2,.59,-.7,2.1,-.434,-255,69,.9991,4.28,-.56,4.4,-1,12,1
9583,2,17.5,.84,.19,-17, ,36,119,.99169,3.07,-1.34,11.2,-2,7, 
9585,3,6.8,.3,.33,-50.9,.218,60,168,.95229,3.1, ,4.7,0,7,1
9587,4,8.2,.23,1.09,7.5,.049,12,-144,.9966,3.06,.84,12.1,0,9, 
9589,3,5.7,-.29,.86,1,.119,146,57,.98185,2.52,.46, ,-1,9,2
9590,5,9.2,-.81,.52,-37.9,.36,17,-358,.9994,5.54,2.37,12.2,1,13,2
9593,4,-.8,-2.44,.82,7,.046,58,113,.99454,4.53,.7,10.4,1,7,2
9594,3,-2.4,.3,1.34,136.5,.036,20,441,1.02709,2.96,-.68,5.2,-1,8,2
9595,4,5.7,.385,.04,-34.6,.161,70,115,1.0467,3.21,2.23,4,0,6,3
9596,4,13.7,1.65,.64,53.9,.095,10,-183,.998,4.36,1.2,12.5,0,11,2
9598,3,10.4,.62,.2,8.7,.046,-186,515,.97256,2.4,1.96,15,0,7,3
9599,6,11.3,1.09,-.5,-13.7,.029,32,110,.97763,3.27,-.49,12.9,0,7,1
9601,4,6.4,.34,1.78,-56,-.135, ,-88,1.04393,4.05, , ,0,7,3
9602,3,4.3,.33,.44,-35.3,.05,40,227,.99679,2.68,.52,2.3,0,8,2
9604,4,12.6,-.24,.33,-39.9,-.002,24,104,.99224,1.84,-.8,12.1,0,7,3
9606,0,-18,-.26,1.05,10.4,.077,-112,273,.99555,3.54,.31,11,1,7,1
9607,8,7,.55,.36,70.1,.055,42,-11,.97037,4.27, ,14.4,2,8,4
9608,3,7.6,.29,2.18,17.5,.041,-162,583,.9997,2.58,-.64,8.2,-1,8,2
9609,4,10.1,.345,.26,1.9,.802,-433,460,.9936,3.08,1.76,9.5,1,8, 
9610,0,9.7,1.16,-1.12,1.6,.073,-110,-275,1.00862,3.27,.66,16,1,10, 
9611,3,7.7,1.22,.86,3.8,-.414,-144,139,.99116,3.04,1.57,8.5,-1,8,1
9612,0,17,1.58,.48,-49.4,.23,8,-393,.99675,3.08,-1.1,14.4,1,12, 
9613,3,5.9,.24,.47,20.9,.057,-70,577,1.0005,3.41,.66,9,0,9,1
9615,4,7.6,1.7,-1.33,2,.029,-172,151,.96915,3.04,.33,3.6,1,8,3
9617,6,7.4,.32,-.46,2.1,.036,244,-182,.9949,3.49,.77,6.4,1,8,3
9618,0,7,-.15,.44,1.8,.069,15,162,1.01283,3.18,.47,12,0,8, 
9619,4,1.5,.15,-.33,-8, ,3, ,.9907,3.14,.73,10.5,-1,7,1
9620,4,-1.8,-.23,.56,62.9,.038,18,952,.98216,3.19,.43,5.5,0,8, 
9621,6,-1,1.71,.1,36.8,-.182,30,47,1.02556,3.36,-1.21,-3.7,2,7, 
9623,5,5.3,.26,.23,19.95,.034, ,160,.9952,3.52,1.19,10.5,0,6, 
9625,4,6,.5,.04,2.2,.211,13,297,.9644,3.46,.47,12.3,1,7,2
9626,5,7.1,-.51,1.44, ,.036,108,-64,.96001,3.4,.24,13.5,0,8,4
9627,6,-2.3,.15,.36,29.7,.028,-119,104,.94254,4.03,3.91,5.9,0,8,2
9628,5,-.0999999999999996,.25,2,2,.035,112,-214,.9918,3.23,1.69,9.3,1,8,2
9630,0,7.9,-1.865,.06,4,.087,27,342,.9965,3.36,.67,10.7,0,9,1
9631,3,6.6,.25,1.59,-84.1,-.687,-161,124,.9942,2.84,.6,9,-1,7,1
9632,0,8.2,.19,.35,-27.6,.036,158,101,.99315,2.08, ,9.9,0,7, 
9634,0,10.4,.29,.48,69.7,.049,-112,178,1.0433,3.17,-2.27,9.2,0,8, 
9635,6,5.8,.05,.31, ,.049,-236,471,.98364, , ,12.2,1,6,3
9636,0,8.9,.41,.33,69.1,.268,28,-110,1.04814,2.27,.52,9.4,0,8, 
9637,1,9.4,2.97,.29,8.5,-.323,124,208,.99395,2.9,.38, ,-2,10,2
9638,5,9.4,.3,.56,-56.8,.566,6,117,.9964,3.15,.92,11.7,-1,10,2
9639,3,7,.36,.35,2.5,.048,-20, ,.99146,2.28,.0900000000000001,8.2,-1,8,2
9641,3,7.2,1.13,-1.46,5.9,.048,-129,357,.99428,3.09,-.58,6.6,0,8,3
9642,2,6.6,.25,1.87,2.9,.273,299,121,.96702,2.6,-1.9,12.2,-2,7,1
9643,5,6.1,.16,1.77,1.1,.031,37,111,1.0332,2.38, ,16,1,7,2
9647,5,7,.25,.74,7.8, ,52,209,.99497,1.38,.42,2.7,1,7,3
9650,5,6.4,.475,.59,59.7,-.096,147,446,.9904, ,.29,10.8,2,7,3
9651,3,-2.9,-.18,1.05,1.1,.042,35,156,.9917,3.13,-1.03,12.4,0,8,2
9652,2,14.6,-.88,.44,-47.2,.091,247,140,.94589,3.22,-1.01,11,-1,7,2
9653,5,7.5,-2.03,.97,46.4,-.198,67,158,.89998,2.6,.38,14,1,8,1
9654,0,-2.7,.32,1.63,8.5,.051,263,-236,.9943,2.85, ,4.7,1,7, 
9655,4,-2.2,.25,.12,9.2,.324,104,150,.95451,2.28,.87,11.5,0,8,2
9656,0,8.2,.2,.11,51,.662,31,51,1.02417,1.7,.81,10.4,0,9, 
9657,4,8.2,1.47,.58,1.2,-.052,18,167,.98267,3.24,1.68,6.1,1,9,2
9658,1,5.3,.76,.41,2.7,.412, , ,.9932,3.34,.83,9.2,-2,6, 
9659,5,6.8,.42,.26,1.5,.017,-59,102,.9894,3.38,2.08,14.3,0,6,4
9661,4,18.7,.15,.4,2,.05,-236,92,.9932,3.15,.45,7.8,1,8,3
9662,3,9.1,.27,2.09,-40.9,-.118,-252,-36,1.03905,4.33,.46,10.1,0,10, 
9663,4,13.8,.28,.52,-50.4, ,362,110,.99494,3.1,1.39,12,0,7,2
9665,0,6.6,-.305,.04,-24.2,.238,3,249,.95836,3.22,.58,10.8,0,8, 
9666,0,8.2,1.6,.33,-38.6,-.024,230,118,1.00404,3.89,.4,17.9,0,9, 
9667,0,8.5,-.25,-.92,17.3,-.284,47,169,1.01221,3.07, ,3,1,9, 
9668,0,7.7,1.61,.19, ,-.353,30,577,.98291,2.44,.5,10,0,10, 
9669,3,11.1,.58,.07, ,.043,-132,149,.9944,4.44,.57, ,0,6,1
9670,0,5,.55,.55,-31.4,.083,25,68,.9995,3.15,-.78,10.4,0,13,1
9671,5,7.3,.22,-.96,13.7,.049,86,189,.97223,2.63,.66,6.8,1,8,3
9672,3,8.6,-.625,.87,-53.8,.026,280,101,.95084,3.88,1.74,12.4,0,9,3
9673,4,6.1,-.93,.29,-6.9,-.114,15,383,1.02671,3.32,-.29,12.5,1,8,1
9674,3,9.7,-.22,1.53,2.1,.074,5,16,1.02396,3.36,.74,12.3,-1,11,2
9676,0,6.6,.29,-1.32,2.9,.035,15,75,.94693,3.04, ,12.5,0,7, 
9677,6,7.2,.85,.62,35.8,-.016,75,44,.99,3.4,2.38, ,1,8,3
9678,3,16.7,1.44,.22,-8.1,.65,-1,647,.95635,2.97,.45,13.1,-2,8,1
9681,0,7.8,.645,.56,44.7,.119,5,375,.93214,2.27,.55,14.6,0,8, 
9683,1,12.1,.68,-.8,1.2,.034,5,420,.99256,3.05,1.35,10.4,0,8,1
9684,4,-7,.95,1.89,-16.1,.029,-157,-14,.9974,3.89,-.74,9.4,1,8,2
9685,5,6.2,-.56,.49,35.3,-.148,17,90,1.0424,2.01,1.29,11.6,1,7,4
9686,4,6.2,-.14,-1.12,-40.8,.04,24,58,.97176,3.19,.91,10.5,0,7, 
9687,0,8,.01,.3,53.8,.547,183,141,1.00501,2.53,.56,10.2,-1,9, 
9688,3,16.3,.63,.71,2,-.029,23,120,.99204,2.47,.47,10.4,-1,7,1
9689,0,12.6,-.16,-1.46,31.5,.49,528,-126,.94878,4.45, ,.5,0,9, 
9690,0,7.8,.05,.95,-23.1, ,42,138,.9984,3.01,1.49,8.8,-1,8, 
9691,2,-1.3,1.51,.3,-32.2,-.484,26,-249,.99469,2.48,-1.05,9.3,-1,6,1
9692,5,6.4,.24,.28,2,.046,30,-291,1.03696,4.11,.72,11.4,0,7,1
9693,4,9.1,-.27,1.94,8.8,.058,24,-73,1.04154,3.4, ,13.8,0,7, 
9694,3,3.2,.905,-.45,.8,.048,-417,204,.9934, ,.56, ,0,8,2
9695,4,5.8,1.3,1.57,102.5,.054,-50,-222,.98369,3.7,.48,14.3,0,6,3
9696,0,5.7,1.61,-.4,48.8,.059,23,523,.97762,2.88,1.87,3.5,0,6, 
9698,5,6.8,.79,1.23,44.3,.034,324,137,.95941,3.18,.46,5.9,1,7,2
9699,4,5.8,.11,1.28,2,.088,-443,154,.99226,1.95,.39,10.2,0,6,3
9700,4,18,.4,-.35,-54.3,.446,153,101,1.03293,4.9,-.99,5.6,-1,8,2
9702,6,6.3,-1.31,.42,1.1,.316,63,273,1.02757, ,1.12,11.2,1,7,4
9703,3,12.7,.25,-.13,-19.8,.047,61,250,1.01767,3.74, ,9.2,0,7,1
9706,0,8.9,.55,.28,8.3,-.063,24,458,.992,3.22,2.13,12.3,-1,7, 
9708,5,7.8,.99,1.23,7.4,-.373,47,124,.96811,2.84,1.55,15.5,1,8,2
9709,6,6.4,1.455,.29,42.15,.437,284,-251,1.01349,3.23,.32,-1.3,1,7,3
9710,2,16.7,-.69,.27, ,-.524,29,286,.9936,3.78,.44,9,-1,6,1
9711,0,7,-.5,1.14,2,.465,17,26,.99575,4.58,1.3,7.5,-1,8, 
9712,4,9,.2,.32,-26.6,.016,-144,101,.99186, ,.39,7.3,0,8,3
9713,4,7.3,.27,.53,-40.2,.048,52, ,.99587,3.87,.37,9.2,1,8,2
9715,6,5.9,.34,.31,2,.319,38,175,.98892,3.4,.41,12.9,1,7,3
9716,5,6.1,.255,.44,12.3,.045,53,427,.9967,3.24,1.74,9.4,1,7,3
9717,0,4.1,1.04,.24,-72.4,.037,88,150,.9913,3.05,.44,11.8,1,8,1
9719,3,7.5,.33,-.42,22.05,.122, ,151,.99194,3.56,-.8,6.9,0,8,3
9720,6,-10.3,.43,.28,4.5,-1.088,33,98,.95399,3.85,.88,12.2,1,8,4
9721,4,7.2,.22,-1.08,1.4,.041,-179,159,.99196,3.25,-.0599999999999999,-1.8,0,8, 
9723,3,7.2,.2,-.77,20.3,-.23,-243,103,.9987,2.85,.36, ,-1,8,2
9724,3,5.7,1.42,.27,4.1,.267,80.5,189.5,1.03206,3.46,.12,10.5,-1,6,2
9725,5,6.9,-.19,-1.88,4.1,.946,16,186,1.01478,3.53,.72,9.25,1,8,2
9726,0,6.6,.13,-.95,-42.2,.058,-124,327,.9946,3.51,.45,10.3,1,7, 
9727,3,6.3,.82,.26,-16.3,.282,165,205,1.03148,3.11,.63,9.9,0,7,3
9728,3,18.6,.67,1.63,10.4,-.067,47,201,.98981,3.11,1.04,6.4,-1,9,2
9729,0,6,1.11,0,2.1,.064,-100,419,.995,1.02,1.03,10.7,-1,7, 
9730,5,15.2,1.43,.63,-33.9, ,-33,0,.9934,2.39,.77,10.2,0,7,4
9731,1,4.6,-.47,.03,-14.3,.079,23,47,1.04725,3.58,.5,5.9,-1,7, 
9732,5,7.5,.61,-.95,-29.9,-.103,218,263,.9941,3.14,.3,11.1,0,8,3
9733,5,6.3,.15,1.89,-49.6,.055,35,146,.9943,4.16,1.01,10.5,1,7,2
9734,5,11.4,-.4,-.72,14.4,.115,241,205,.9986,3.12,.38,5.4,0,8,2
9735,0,-3.6,.21,.68,-10.6,-.172,38,210,.9978, ,.36,8.7,0,8,1
9736,0,15.6,-.42,.02,31.8,.01,36,48,1.02965,3.31,.26,12.2,0,10, 
9737,3,5,.31,.51,-52.4,-.254, ,799,.994,3.03,.63,9.9,-1,5,2
9738,5,17,.24,.15,30.4,.043,266,50,.97165,3.24,-.14,14.1,1,6,3
9740,2,7.9,1.38,1.14,-69,-.265,14,194,1.02196,2.94,.68,12.1,-2,7,1
9741,3,15.5,.19,.71,17.5,-.147,21, ,.99811,3.35, ,9.5,-1,8,2
9742,5,6.2,.16,.33,64.2,-.13,-39,82,.991,3.32,.46,13.7,0,7,3
9743,0,8.4,.17,.89,40,-.286,300,285,.95237, ,.44,9.6,0,9,1
9744,3,13.1,.24,1.34,6,.042,-12,123,.99473,2.56, ,6.9,-1,7,1
9745,2,6.2,-.025,1.82,60.3,.371,-91.5,-377,.99452,3.53,.24,15.8,0,7,1
9746,4,13.7,.33,-1.11,-36.3,.059,42, ,1.02899,3.17,.47,10,0,9,1
9748,4,6,.19,-.81,-3.2,.032,17,266,.9932,3.08,.51,12,0,7,2
9749,4,-2.4,.27,-1.24,-1.1,-.424,169,510,.98976,2.19,-.21,13.7,0,7,3
9750,1,6.6,.24,.39,-46.5,.051,-73,257,.99676,2.8, ,12.2,-2,7, 
9752,2,7.3,.15,.14,49.2,.05, ,195,1.00157,3.7,.45,10.5,-1,8,1
9753,0,7.2,.36,.36,-4.5,.038,139,98,1.06099,1.52,.59,25.1,0,8, 
9754,4,-4.2,1.77,1.1,-42.2,-.199,25,36,.99086,2.32,.98,17.8,0,7,3
9755,0,6.6,1.3,-.25,1.4,-.267,58,-211,.99215,3.29, ,5.6,1,7, 
9756,4,6.6,.39,2.14,12.9,.157,9,111,.9637,3.11,-.67,9,0,8,1
9758,2,5.9,.22,.45,22.6,.348,-204,122,.98693,2.94, ,12.8,-1,7,2
9761,0,8.8,.11,0,-31.5,.809,-229,20,.98921,3.45,.8,11.8,0,7, 
9762,4,2.6,-.71,1.85,2,.029,126,233,.9931,3.04, ,4.5,1,8,1
9763,0,9.8,-.77,1.52,1.65,.592,-55, ,.95463,3.19,-.16,17.4,2,11, 
9765,4,10.6,1.16,-2.14,59.8,.239,42, ,.9988,2.96,.14,.799999999999999,1,9,2
9766,1,7.6,3.05,-1.15,1.2,.181,-109,106,.9914,4.28,1.06,11.3,-1,8,1
9767,5,5.1,1.6,.57,-18.4,.224,50,-190,.99004,3.17,-.65,6.4,1,7,2
9768,3,2.5,1.36,-.88,-24.35, ,48,-189,.9993,4.15,1.97,9.5,0,7,3
9769,4,7.9,.08,-.61,46,-.517,-7,127,.98171,2.84,1.07, ,0,7,4
9770,2,2.5,.28,1.94,2.1,.046,288,994,.99434,3.23,.66,9.8,-1,8,1
9771,3,11.8,.46,.31,-26.9,.052, ,206,.9923,4.28,-.14, ,0,9,2
9772,6,6.3,-2.62,-.09,-21.85,-.337,31,130,.9918,3.35,.08,7.4,1,7,4
9773,6,19.3,.18,.29,1.2, ,105,-131,1.07081,2.76,.48,11.3,1,8,2
9774,3,9.1,.3,-.81,12,-.419,324,144,.99471,3.17,.49,9.4,0,7,1
9775,4,7.6,-.34,.63,8.3,-.102,189,374,1.02728,3.12,1.24,10.2,0,8,1
9777,4,11.1,.5,-2.85,11.1,.174,45,491,1.00901,4.04,3.76,12.3,1,6,2
9779,5,14.3,.21,.26,8.75,.523,-336,142,.94835,3.05, ,9.3,1,9,2
9780,0,7.1,.875,-1.19,5.7,.264,-97,-314,.99808,3.4,.52,9.3,1,8,1
9781,3,-6.7,-.72,.62,2.7,.044,56,122,.97107,3.1,-1.19,17,0,7,1
9782,3,7.1,.16,.24,.8,.568,17,-184,.95917,3.66,.45,12.1,-1,7,1
9783,4,6.8,.91,.41, ,.044,174.5,178,1.01906,3.24,.92,8.9,0,7,1
9784,4,-6.2,-.06,.56,.9,-.032,46,141,.99119,3.16,1.57,9.7,1,6,2
9785,2,8.3,1.73,.34,10.2,.048,50,-7,.95661,3.18, ,22.3,-1,9,1
9787,0,6.8,.975,0,-60.1,.581,193,300,1.02339,3.52,.55,16.1,-1,8, 
9788,6,5.9,.28,.31,43.1,-1.15,292,-766,.99254,3.67,.06,11.4,0,7,3
9789,4,7,.58,1.51,47.2,-.322,21,177,.99128,3.08, ,11.4,1,8,2
9790,4,7.1,1.19,.32,12.2,.048,240,125,.9967,2.92,-1.49,8.3,0,8,2
9791,2,5.7,-.18,1.65,1.2,.036,-187,89,.99111,3.26,-.82,4.2,-1,6, 
9792,0,-2.4,.69,-1.08,-34.1,-.103,15,-228,.99941,3.91,.6,11.8,0,8, 
9793,6,9.2,-2.46,-.08,5.7,-.525, ,97,.9927,3.27,.23,22.2,1,7,2
9794,4,-5,.14,.32,2.7,.267,-134,89,.9924,3.4,2.35, ,-1,7,2
9795,3,10.8,.23,.33,-61.7,.431,46,110,1.00341,3.5,.65,10,-1,8, 
9796,5,7.3,.39,-.03,-40.4,.043,36,113,.991,3.39,-.64,12.7,-1,8,3
9797,3,-9.4,.36,-.73,55.6,.599,30,-239,1.01883,3.94,-1.14,10.5,-1,7,3
9798,4,5.5,.24,-1.03, ,.046,-198,113,.99224,3.22, ,15.8,1,6,2
9799,2,7.9,.86,1.7,-55.8,.209,150,866,.99176,3.05,.52,10.9,-1,9, 
9800,0,17.3,1.39,.77,1.8,.157,104,45,.94708,2.51, ,9.5,1,9, 
9801,2,7.1,1.02,.79,40.9,.084,571,-143,.94553,3.21, ,1.5,-1,8, 
9802,5,7.4,-.56,3.25,-60.8,-.314,9, ,1.01111,3.36,.85,21.6,1,8,2
9805,3,8.2,1.94,.59,1.2,-.084,97,167,1.02639,3.45,.39,3.8,0,9,1
9806,0,7.1,.26,1.7,39.9,.043,19,245,.95389,3.71,-.97,11.4,1,8, 
9807,4,5.8,.36,-1.07,56.2,.343,-169,293,.9898,4.06, ,18,0,6,2
9808,3,15.2,.23,.32,35.8, ,-224,-144,1.02005,2.8,.6,9.7,-1,8,2
9809,4,5,1.29,-1.38,40.5,.017,-443,201,.96058,3.25,1.88,12.3,1,7,1
9810,3,7.2,.31,-.01,44.5,-.175,127,159,.9955,3.14,.05,14.6,0,8,1
9811,3,7.2,.11,.31,125.5,.062,31,-365,.9917,3.35,.44, ,-1,8,2
9812,0,1.7,.45,.86,-22,.036,27,189,.99122,4.36,.89,12.2,-1,7, 
9813,4,-1.6,.19,1.4,10.9,.045,10,533,.97711,3.11, ,10.4,0,7,2
9814,0,10.6,.4,.02,-103.8,-.016,296,320,.9955,2.15,.83, ,1,7, 
9816,0,9.4,.28,.13,1.6,-.489,36,139,1.02424,1.8,-.51,13.1,1,10,1
9817,3,8.1,.33,.22,5.2,.047,24,151,.99527,2.86,.47,10.3,0,9,3
9818,4,6.2,1.51,.33,1.4,-.451,35,-49,.9938,3.63,1.33,10.3,0,7,1
9819,4,3.4,.19,1.55, ,.043,-114,435,.9936,4.13,-.2,7.1,0,7,3
9820,4,6.1,.32,-.52,2.3,.071,-224,319,.99633,4.02,2.2,5.8,1,7,3
9821,0,7.4,-.94,.22,2.2,.275,259,-35,.98039,3.05,.63,9.2,0,8, 
9822,2,18.9,.275,1.87,1,.039,83,-558,.992,.68,.56,11.9,-1,8,2
9823,2,6.9,-1.1,-.91,-8.5,.037,6,515,1.01966,3.9,.94,16.8,0,8, 
9828,2,-1.8,.35,.24, ,.072,303,48,.95956,3.43,.29,10,0,8,1
9829,5,7.4,.29,.76,46.8,.126,35,355,1.03563,3.45,.5,11.9,0,8,4
9830,0,14.5,.45,-.44,-59.9,1.146,3,15,.9958,2.61, ,10.8,-1,7,1
9831,5,2.7,-.09,1.36,6.2,.078,25,-185,.9953,2.18,.77, ,0,10,2
9832,0,6.4,1.47,1.17,-8.5,.237,28,101,.99211,4.51,.45,13.7,0,7, 
9834,0,11.2,1.1,-.59, ,-.523,6,-301,.99442,3.64, ,9.9,-2,14, 
9836,6,1.2,-.32,.1,.9,.281,-35,-72,.98816,3.48, ,18.4,2,5,2
9837,5,8.7,.99,1.3,1.6,.046,29,-208,.9942,3.27,.38,13.9,1,9,3
9838,0,-1.8,.52,-.38,2.4,-.263,258,26,.95583,3.99,.72,6.7,0,7, 
9839,1,6.3,.28,.22,9.5,1.095,30,102,1.03694,2.56,.31,10.8,-1,7, 
9840,3,7.1,1.77,-1.08, ,.041,218,192,.97715, ,.62,16.2,-1,8,2
9841,2,15.8,-.835,.26,1,-.637,235,174,.992,3.27, ,3.8,-1,6, 
9842,6,6.2,.65,.19,3.4,1.055,47,278,1.03279,3.14,.43,15.5,2,7,4
9843,4,24,.58,.3,5.1,.057,30,123,1.02145,2.52,.38,9,1,7,3
9844,4,-5.1,2.01,.07,-10.8,.265,119,-198,.94503,2.42,.44,14.7,0,7,2
9845,0,12.5,.46,.2,1.9,.077,28,704,1.0189,3.37,1.36,10.4,0,8, 
9846,3,14.1,1.69,.35,10.3,-.242,54,140,1.00294,3.23,-.45,6.2,0,7,1
9847,5,7.2,-.57,.28,23.7, ,22,112,1.01773,3.21,-.59,11.3,0,8, 
9848,0,9.9,.4,.53,6.7,-.419,-231,19,.95436,2.88,.82,11.7,0,11, 
9849,2,1.7,.16,.25,40.1,.081,10, ,.97845,2.18,.15,9,-1,8, 
9850,3,15.6,-.2,.02,62.1,.051,-23,359,1.09593,2.97,-.16,10,0,8, 
9851,1,7.4,.37,.69,-43,-.381,-208,134,1.00667,4.1,.46,10.4,-2,8, 
9852,0,-2.1,1.52,.45,8.3,.527,52,-219,1.02526,4.07, ,9.5,-1,7, 
9853,0,7.2,-.27,.26,12.5,.046,-79,179,1.03433,3.1,.52,9,1,8, 
9854,3,17.3,.38,.56,69,.055,-241,170,1.00089,3.13,.65,12.9,-1,8, 
9855,4,8.8,.34,.33,-43.5,.183,46,86,.95325,3.08,.4,10.2,1,9,2
9856,0,16.4,.64,1.24,2,.095,-251,77,1.00043,3.86,.8,7.2,-1,9, 
9857,3,8.2,-.89,1.77,-2.8,.603,-180,106,.99397,2.98,.79, ,0,9, 
9858,4,8.9,.26,.29,5.4,.046,40, ,.98745,3.12,.26,23.4,0,6,2
9859,0,7.9,-.92,-.03,28.6,.957,260,144,.9968,3.2,.09,7.8,0,9, 
9861,3,5,1.14,.12,36.2,-.119,6,-289,1.00571,2.74,-1.07,6.3,0,7,2
9862,4,5.2,.28,.3,64.9,.927,24,115,.9942,3.05,2.1,8.2,1,7,2
9863,3,-2.4,.19,.25,-20.4,.344,99,112,.95591,3.37,1.55,7.6,-1,7,2
9864,6,-3.8,.73,-.66,2.3,.064,276,28,1.0082,2.45,.55,19.1,2,9,2
9866,6,6.3,.29,.28,4.7,.218,-142,316,.99036,4.04,-1.16,12.2,0,7,1
9867,4,13.2,-1.08,.28,65.9,.299,219, ,1.0408,3.77,.87,6.6,0,9,1
9868,3,6.6,.26,.36,-.600000000000001,.067,528, ,1.02591, ,.48,9,-1,8, 
9869,1,1.8,1.5,2.55,57.8,-.355,5,13,.96886,3.52,.56,4.6,-2,7,1
9870,5,6.8,.19,.33,4.9,-.226,42,130,1.01386,4.2,.56,16.1,1,7,2
9872,4,12.2,.19,1.69,-50.1,.04,-244,149,.96907,5.5,-.77,5.5,-1,6,2
9873,0,9.3,.33,.54,48.5,.024,19,37,.99498,3.18,1.7,11.1,-1,10, 
9875,5,6.8,.23,.4,33.5,.047, ,133,.993,3.23,.7,8.2,1,7,2
9876,2,18.9,-.34,-1.11,21.4,.041,-164,60,1.02756,3.09,1.84,7.6,0,9,1
9877,4,15.8,.23,.4,-39.6,.049,-116,76,.99659,4.16,1.48, ,0,9,2
9878,4,2,-.69,.32,-51.1,.4,35,204,.99776,3.14,.38,8.6,1,7, 
9879,0,15,1.25,.27,28.1,.035,14,163,1.01982,.54,1.83,11.8,0,6,1
9881,4,5,-.93,-.6,13.1,.042,-40,151,.99726,3.62,-1.03,10.4,0,8,2
9883,6,10.6,-1.28,.34,1.8,.617,378,194,1.00908,4.51,2.15,11.8,0,6,3
9884,3,16.7,.51,1.36,1.7,.431,39,221,.99212,3.99,-.7,10.5666666666667,0,7,3
9886,4,15.8,.13,.57,30.3,-.113,60,150,1.02826,2.33,-.43,13.8,0,7,3
9887,2,5.6,1.13,-.82,-39.2,.037,18,115,.9904,3.42,.5,12.6,-2,6,1
9889,0,17,.83,1,5.3,-.043,46,-285,.9931,2.95,.43,9.9,1,8,1
9890,6,11.7,-.25,.66,46.7,.041,345, ,1.01215, ,.52,11.5,1,8,4
9891,0,6.1,-.615,-1.27,2.8,.241,-267,-171,.99631,4.19,.66,10.2,1,7, 
9894,0,6.8,.27,-.83,-69.7,.219,341,365,.97729,3.16,-.13,2.6,-1,7, 
9895,0,16.8,1.55,.16,-23.3,.612,220,189,.99398,3.19,-.91,8.5,1,7, 
9897,0,-2.3,.96,1.32,2.6,-.375,-186,63,1.0415,3.37,.35,15.9,0,8,1
9898,4,16.7,.24,.61,-23.5,.537,202,134,1.03087,3.24,1.83,13.9,0,6,2
9899,4,8.9,.23,.32,1.6,-.359,-121,122,.9904,3.71,-.31,12.5,0,7,2
9900,2,7.1,.28,-.2,33.8,.042,52,78,1.00845,3.2,.56,21.9,-2,7,2
9901,0,13.6,.12,.3, ,-.078,67,196,.95322,3.1,.5,14.6,0,8, 
9903,2,14.5,-.08,.12,3.8,.099,-373,219,.99575,2.87,1.65,9.5,-1,8,1
9904,5,-4.8,.09,.43,6.2,.032,24,134,.993,2.99,-.29,10.9,1,7,4
9905,0,-1.1,.59,.33,2.1,.156,9,14,.99488,4.66,2.27,11.5,-2,8,1
